"Date","Price","Open","High","Low","Change %"
"Sep 09","3.305","3.403","3.534","3.272","-2.82%"
"Oct 09","3.388","3.318","3.581","3.106","2.51%"
"Nov 09","3.198","3.396","3.563","3.154","-5.61%"
"Dec 09","3.837","3.207","3.918","3.196","19.98%"
"Jan 10","3.588","3.858","3.904","3.563","-6.49%"
"Feb 10","3.619","3.606","3.828","3.537","0.86%"
"Mar 10","3.833","3.625","3.928","3.593","5.91%"
"Apr 10","3.659","3.839","4.013","3.655","-4.54%"
"May 10","3.303","3.663","3.713","3.064","-9.73%"
"Jun 10","2.935","3.300","3.427","2.928","-11.14%"
"Jul 10","2.905","2.942","3.132","2.855","-1.02%"
"Aug 10","2.470","2.925","2.972","2.419","-14.97%"
"Sep 10","2.512","2.482","2.849","2.449","1.70%"
"Oct 10","2.603","2.515","2.731","2.334","3.62%"
"Nov 10","2.797","2.621","2.967","2.458","7.45%"
"Dec 10","3.288","2.809","3.568","2.797","17.55%"
"Jan 11","3.374","3.305","3.497","3.253","2.62%"
"Feb 11","3.422","3.372","3.770","3.372","1.42%"
"Mar 11","3.470","3.440","3.598","3.143","1.40%"
"Apr 11","3.290","3.476","3.619","3.283","-5.19%"
"May 11","3.059","3.297","3.323","3.041","-7.02%"
"Jun 11","3.160","3.070","3.221","2.842","3.31%"
"Jul 11","2.793","3.162","3.223","2.773","-11.63%"
"Aug 11","2.234","2.820","2.858","1.976","-20.00%"
"Sep 11","1.917","2.222","2.278","1.674","-14.18%"
"Oct 11","2.116","1.919","2.420","1.717","10.37%"
"Nov 11","2.072","2.135","2.153","1.872","-2.10%"
"Dec 11","1.876","2.079","2.167","1.798","-9.43%"
"Jan 12","1.795","1.876","2.094","1.792","-4.31%"
"Feb 12","1.974","1.797","2.080","1.797","9.95%"
"Mar 12","2.214","1.983","2.399","1.931","12.17%"
"Apr 12","1.919","2.237","2.308","1.884","-13.33%"
"May 12","1.563","1.919","1.966","1.533","-18.56%"
"Jun 12","1.643","1.570","1.728","1.442","5.14%"
"Jul 12","1.470","1.652","1.660","1.381","-10.56%"
"Aug 12","1.548","1.468","1.863","1.446","5.36%"
"Sep 12","1.633","1.552","1.894","1.542","5.50%"
"Oct 12","1.694","1.623","1.856","1.599","3.73%"
"Nov 12","1.616","1.702","1.781","1.556","-4.61%"
"Dec 12","1.757","1.618","1.847","1.564","8.67%"
"Jan 13","1.985","1.757","2.037","1.757","13.00%"
"Feb 13","1.881","1.990","2.064","1.836","-5.24%"
"Mar 13","1.852","1.877","2.087","1.827","-1.53%"
"Apr 13","1.673","1.875","1.888","1.638","-9.65%"
"May 13","2.132","1.668","2.235","1.614","27.39%"
"Jun 13","2.487","2.157","2.667","1.999","16.69%"
"Jul 13","2.588","2.495","2.755","2.415","4.02%"
"Aug 13","2.789","2.584","2.936","2.552","7.80%"
"Sep 13","2.615","2.837","3.007","2.590","-6.24%"
"Oct 13","2.552","2.614","2.759","2.471","-2.41%"
"Nov 13","2.746","2.560","2.839","2.554","7.60%"
"Dec 13","3.026","2.753","3.036","2.752","10.20%"
"Jan 14","2.644","3.038","3.041","2.646","-12.63%"
"Feb 14","2.649","2.666","2.786","2.570","0.20%"
"Mar 14","2.719","2.610","2.821","2.592","2.63%"
"Apr 14","2.646","2.726","2.810","2.596","-2.69%"
"May 14","2.475","2.659","2.700","2.402","-6.46%"
"Jun 14","2.532","2.484","2.662","2.475","2.31%"
"Jul 14","2.562","2.530","2.692","2.441","1.16%"
"Aug 14","2.345","2.562","2.591","2.303","-8.46%"
"Sep 14","2.495","2.357","2.655","2.354","6.41%"
"Oct 14","2.335","2.500","2.508","1.865","-6.40%"
"Nov 14","2.173","2.309","2.407","2.166","-6.96%"
"Dec 14","2.170","2.178","2.347","2.009","-0.12%"
"Jan 15","1.639","2.200","2.213","1.637","-24.48%"
"Feb 15","1.997","1.653","2.164","1.649","21.81%"
"Mar 15","1.927","2.005","2.259","1.852","-3.50%"
"Apr 15","2.035","1.930","2.110","1.802","5.64%"
"May 15","2.123","2.049","2.366","2.046","4.32%"
"Jun 15","2.349","2.128","2.500","2.106","10.66%"
"Jul 15","2.187","2.373","2.470","2.176","-6.91%"
"Aug 15","2.214","2.200","2.293","1.905","1.24%"
"Sep 15","2.035","2.214","2.303","2.035","-8.10%"
"Oct 15","2.146","2.042","2.183","1.904","5.44%"
"Nov 15","2.208","2.137","2.377","2.130","2.89%"
"Dec 15","2.269","2.217","2.358","2.120","2.79%"
"Jan 16","1.923","2.293","2.293","1.911","-15.28%"
"Feb 16","1.738","1.933","1.966","1.530","-9.59%"
"Mar 16","1.770","1.737","2.002","1.702","1.85%"
"Apr 16","1.835","1.784","1.941","1.685","3.65%"
"May 16","1.851","1.830","1.890","1.700","0.88%"
"Jun 16","1.475","1.844","1.856","1.406","-20.33%"
"Jul 16","1.450","1.471","1.628","1.321","-1.70%"
"Aug 16","1.578","1.463","1.635","1.463","8.87%"
"Sep 16","1.598","1.580","1.752","1.519","1.24%"
"Oct 16","1.826","1.600","1.879","1.593","14.24%"
"Nov 16","2.390","1.838","2.417","1.716","30.92%"
"Dec 16","2.446","2.397","2.641","2.340","2.35%"
"Jan 17","2.466","2.439","2.555","2.305","0.81%"
"Feb 17","2.397","2.461","2.524","2.310","-2.79%"
"Mar 17","2.389","2.415","2.629","2.348","-0.33%"
"Apr 17","2.289","2.396","2.405","2.165","-4.19%"
"May 17","2.206","2.282","2.423","2.181","-3.62%"
"Jun 17","2.304","2.213","2.309","2.103","4.41%"
"Jul 17","2.296","2.314","2.398","2.225","-0.33%"
"Aug 17","2.121","2.303","2.321","2.086","-7.64%"
"Sep 17","2.339","2.127","2.359","2.016","10.30%"
"Oct 17","2.378","2.344","2.477","2.273","1.65%"
"Nov 17","2.415","2.379","2.437","2.304","1.58%"
"Dec 17","2.405","2.411","2.504","2.314","-0.40%"
"Jan 18","2.713","2.429","2.754","2.416","12.77%"
"Feb 18","2.864","2.724","2.957","2.648","5.59%"
"Mar 18","2.741","2.866","2.936","2.739","-4.31%"
"Apr 18","2.955","2.759","3.035","2.717","7.82%"
"May 18","2.860","2.959","3.128","2.759","-3.20%"
"Jun 18","2.860","2.862","3.010","2.822","0.00%"
"Jul 18","2.962","2.858","2.990","2.807","3.55%"
"Aug 18","2.860","2.958","3.016","2.808","-3.42%"
"Sep 18","3.065","2.860","3.113","2.855","7.15%"
"Oct 18","3.149","3.067","3.261","3.046","2.75%"
"Nov 18","2.993","3.155","3.250","2.988","-4.95%"
"Dec 18","2.686","3.037","3.050","2.679","-10.27%"
"Jan 19","2.633","2.686","2.799","2.543","-1.98%"
"Feb 19","2.717","2.645","2.740","2.624","3.19%"
"Mar 19","2.407","2.719","2.768","2.340","-11.41%"
"Apr 19","2.504","2.430","2.614","2.424","4.02%"
"May 19","2.133","2.509","2.578","2.126","-14.79%"
"Jun 19","2.007","2.126","2.178","1.974","-5.93%"
"Jul 19","2.007","2.045","2.150","1.939","0.03%"
"Aug 19","1.499","2.025","2.061","1.443","-25.31%"
"Sep 19","1.668","1.508","1.908","1.429","11.24%"
"Oct 19","1.688","1.670","1.860","1.505","1.17%"
"Nov 19","1.774","1.689","1.973","1.670","5.13%"
"Dec 19","1.919","1.796","1.952","1.693","8.18%"
"Jan 20","1.505","1.919","1.946","1.503","-21.58%"
"Feb 20","1.163","1.514","1.684","1.116","-22.71%"
"Mar 20","0.668","1.105","1.283","0.318","-42.59%"
"Apr 20","0.646","0.663","0.785","0.543","-3.34%"
"May 20","0.653","0.630","0.745","0.590","1.08%"
"Jun 20","0.658","0.640","0.959","0.618","0.78%"
"Jul 20","0.533","0.658","0.724","0.520","-18.94%"
"Aug 20","0.706","0.535","0.789","0.504","32.51%"
"Sep 20","0.686","0.713","0.731","0.604","-2.93%"
"Oct 20","0.874","0.689","0.877","0.653","27.42%"
"Nov 20","0.842","0.855","0.975","0.718","-3.61%"
"Dec 20","0.916","0.847","0.986","0.834","8.82%"
"Jan 21","1.071","0.930","1.187","0.906","16.81%"
"Feb 21","1.407","1.071","1.614","1.060","31.38%"
"Mar 21","1.744","1.395","1.776","1.383","23.99%"
"Apr 21","1.626","1.737","1.753","1.528","-6.77%"
"May 21","1.581","1.631","1.707","1.469","-2.78%"
"Jun 21","1.468","1.608","1.639","1.354","-7.13%"
"Jul 21","1.226","1.470","1.485","1.128","-16.51%"
"Aug 21","1.307","1.237","1.379","1.127","6.65%"
"Sep 21","1.492","1.317","1.567","1.260","14.18%"
"Oct 21","1.561","1.501","1.705","1.453","4.58%"
"Nov 21","1.456","1.575","1.693","1.412","-6.71%"
"Dec 21","1.512","1.477","1.560","1.335","3.82%"
"Jan 22","1.784","1.531","1.902","1.529","17.99%"
"Feb 22","1.822","1.787","2.065","1.739","2.12%"
"Mar 22","2.345","1.840","2.557","1.668","28.74%"
"Apr 22","2.938","2.352","2.981","2.352","25.26%"
"May 22","2.849","2.932","3.203","2.706","-3.00%"
"Jun 22","3.017","2.864","3.498","2.833","5.86%"
"Jul 22","2.658","3.024","3.103","2.618","-11.90%"
"Aug 22","3.196","2.669","3.198","2.516","20.27%"
"Sep 22","3.829","3.198","4.019","3.174","19.78%"
"Oct 22","4.050","3.813","4.338","3.562","5.78%"
"Nov 22","3.611","4.058","4.243","3.600","-10.84%"
"Dec 22","3.879","3.620","3.905","3.402","7.41%"
"Jan 23","3.510","3.848","3.848","3.321","-9.49%"
"Feb 23","3.878","3.516","3.923","3.342","10.48%"
