"Date","Price","Open","High","Low","Vol.","Change %"
"11/01/1989","1.1431","1.1431","1.1481","1.1008","","2.62%"
"12/01/1989","1.1918","1.1918","1.2040","1.1366","","4.26%"
"01/01/1990","1.2085","1.2085","1.2208","1.1689","","1.40%"
"02/01/1990","1.2008","1.2008","1.2325","1.1996","","-0.64%"
"03/01/1990","1.2065","1.2065","1.2130","1.1841","","0.47%"
"04/01/1990","1.2188","1.2188","1.2244","1.1981","","1.02%"
"05/01/1990","1.2117","1.2117","1.2540","1.2087","","-0.58%"
"06/01/1990","1.2365","1.2365","1.2440","1.2062","","2.05%"
"07/01/1990","1.3047","1.3047","1.3047","1.2393","","5.52%"
"08/01/1990","1.3160","1.3160","1.3465","1.2795","","0.87%"
"09/01/1990","1.3155","1.3155","1.3417","1.2959","","-0.04%"
"10/01/1990","1.3680","1.3680","1.3854","1.3165","","3.99%"
"11/01/1990","1.3710","1.3710","1.4022","1.3565","","0.22%"
"12/01/1990","1.3670","1.3670","1.4029","1.3339","","-0.29%"
"01/01/1991","1.3932","1.3932","1.3932","1.3320","","1.92%"
"02/01/1991","1.3457","1.3457","1.4214","1.3457","","-3.41%"
"03/01/1991","1.2119","1.2119","1.3474","1.1972","","-9.94%"
"04/01/1991","1.1986","1.1986","1.2450","1.1551","","-1.10%"
"05/01/1991","1.1804","1.1804","1.2227","1.1680","","-1.52%"
"06/01/1991","1.1355","1.1355","1.1837","1.1262","","-3.80%"
"07/01/1991","1.1774","1.1774","1.1858","1.1162","","3.69%"
"08/01/1991","1.1755","1.1755","1.2056","1.1267","","-0.16%"
"09/01/1991","1.2279","1.2279","1.2342","1.1744","","4.46%"
"10/01/1991","1.2242","1.2242","1.2341","1.1905","","-0.30%"
"11/01/1991","1.2550","1.2550","1.2887","1.2245","","2.52%"
"12/01/1991","1.3369","1.3369","1.3493","1.2590","","6.53%"
"01/01/1992","1.2685","1.2685","1.3528","1.2465","","-5.12%"
"02/01/1992","1.2485","1.2485","1.3112","1.2283","","-1.58%"
"03/01/1992","1.2431","1.2431","1.2539","1.2130","","-0.43%"
"04/01/1992","1.2455","1.2455","1.2670","1.2247","","0.19%"
"05/01/1992","1.2785","1.2775","1.2940","1.2403","","2.65%"
"06/01/1992","1.3447","1.2790","1.3529","1.2660","","5.18%"
"07/01/1992","1.3828","1.3445","1.4057","1.3370","","2.83%"
"08/01/1992","1.4410","1.3803","1.4497","1.3703","","4.21%"
"09/01/1992","1.3860","1.4413","1.4580","1.2652","","-3.82%"
"10/01/1992","1.2729","1.3855","1.3919","1.2657","","-8.16%"
"11/01/1992","1.2312","1.2722","1.2730","1.2132","","-3.28%"
"12/01/1992","1.2047","1.2327","1.2668","1.2029","","-2.15%"
"01/01/1993","1.2110","1.2040","1.2500","1.1877","","0.52%"
"02/01/1993","1.1780","1.2110","1.2110","1.1690","","-2.73%"
"03/01/1993","1.2070","1.1716","1.2070","1.1608","","2.46%"
"04/01/1993","1.2330","1.2040","1.2485","1.1988","","2.15%"
"05/01/1993","1.2241","1.2304","1.2477","1.1934","","-0.72%"
"06/01/1993","1.1471","1.2278","1.2311","1.1416","","-6.29%"
"07/01/1993","1.0935","1.1481","1.1640","1.0870","","-4.67%"
"08/01/1993","1.1380","1.0945","1.1443","1.0817","","4.07%"
"09/01/1993","1.1618","1.1381","1.1995","1.1360","","2.09%"
"10/01/1993","1.1330","1.1615","1.1886","1.1302","","-2.48%"
"11/01/1993","1.1205","1.1326","1.1393","1.1182","","-1.10%"
"12/01/1993","1.1130","1.1197","1.1428","1.1130","","-0.67%"
"01/01/1994","1.1210","1.1130","1.1270","1.1047","","0.72%"
"02/01/1994","1.1332","1.1212","1.1363","1.1010","","1.09%"
"03/01/1994","1.1517","1.1330","1.1595","1.1225","","1.63%"
"04/01/1994","1.1679","1.1510","1.1742","1.1237","","1.41%"
"05/01/1994","1.1708","1.1668","1.1798","1.1469","","0.25%"
"06/01/1994","1.2052","1.1700","1.2185","1.1521","","2.94%"
"07/01/1994","1.2086","1.2063","1.2573","1.1912","","0.28%"
"08/01/1994","1.2069","1.2065","1.2452","1.1980","","-0.14%"
"09/01/1994","1.2324","1.2074","1.2435","1.2069","","2.11%"
"10/01/1994","1.2679","1.2324","1.2809","1.2260","","2.88%"
"11/01/1994","1.2154","1.2685","1.2763","1.2110","","-4.14%"
"12/01/1994","1.2269","1.2152","1.2282","1.2025","","0.95%"
"01/01/1995","1.2394","1.2269","1.2569","1.2159","","1.02%"
"02/01/1995","1.2713","1.2395","1.2790","1.2280","","2.57%"
"03/01/1995","1.3319","1.2716","1.3356","1.2690","","4.77%"
"04/01/1995","1.3251","1.3275","1.3530","1.3008","","-0.51%"
"05/01/1995","1.3050","1.3208","1.3445","1.2655","","-1.52%"
"06/01/1995","1.3321","1.3072","1.3360","1.2911","","2.08%"
"07/01/1995","1.3405","1.3321","1.3500","1.3127","","0.63%"
"08/01/1995","1.2746","1.3405","1.3525","1.2575","","-4.92%"
"09/01/1995","1.2971","1.2780","1.3101","1.2506","","1.77%"
"10/01/1995","1.3013","1.2974","1.3216","1.2808","","0.32%"
"11/01/1995","1.2755","1.3046","1.3090","1.2720","","-1.98%"
"12/01/1995","1.2777","1.2763","1.2879","1.2602","","0.17%"
"01/01/1996","1.2340","1.2769","1.2971","1.2243","","-3.42%"
"02/01/1996","1.2551","1.2340","1.2732","1.2305","","1.71%"
"03/01/1996","1.2557","1.2552","1.2628","1.2458","","0.05%"
"04/01/1996","1.2269","1.2545","1.2613","1.2240","","-2.29%"
"05/01/1996","1.2392","1.2263","1.2405","1.2190","","1.00%"
"06/01/1996","1.2432","1.2391","1.2503","1.2295","","0.32%"
"07/01/1996","1.2767","1.2436","1.2837","1.2384","","2.69%"
"08/01/1996","1.2730","1.2772","1.2799","1.2580","","-0.29%"
"09/01/1996","1.2504","1.2723","1.2752","1.2475","","-1.78%"
"10/01/1996","1.2642","1.2512","1.2731","1.2413","","1.10%"
"11/01/1996","1.2540","1.2642","1.2862","1.2531","","-0.81%"
"12/01/1996","1.2538","1.2548","1.2594","1.2305","","-0.02%"
"01/01/1997","1.1796","1.2527","1.2559","1.1703","","-5.92%"
